reg_number,aircraft_model,age,airline_code,DATE,FLIGHT,FROM,TO,std_utc,scheduled_dep_hour,dep_delay_minutes,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,flight_legs,cumulative_delay,is_cavok,wind_speed,is_gust,visibility_meters,has_thunderstorm,has_heavy_rain,has_low_vis_fog,time_crawled_UTC,dep_recent_index,dep_recent_delay_avg,actual_turnaround
VN-A619,A321-272N,7.1,VNA,09/04,VN1820,PQC,SGN,2026-04-09 00:10:00,0,1.0,3.0,35.0,61.0,2,3.0,0.0,2.0,0.0,10000.0,0.0,0.0,0.0,2026-04-08 23:14:24,0.0,0.0,62.0
VN-A816,A330-343,10.3,VJC,09/04,VJ86,SYD,SGN,2026-04-09 00:15:00,0,30.0,11.0,175.0,240.0,4,103.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-08 23:08:45,1.75,20.0,270.0
VN-A674,A321-271N,7.6,VJC,09/04,VJ939,KIX,HAN,2026-04-09 00:20:00,0,19.0,1.0,90.0,130.0,2,1.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-08 23:06:15,1.13,14.0,149.0
VN-A325,A321-231,14.8,VNA,09/04,VN1237,HAN,PQC,2026-04-09 00:25:00,0,35.0,25.0,810.0,813.0,1,0.0,0.0,4.0,0.0,5000.0,0.0,0.0,1.0,2026-04-08 23:11:44,0.0,0.0,848.0
VN-A532,A321-211,11.0,VJC,09/04,VJ301,HUI,SGN,2026-04-09 00:25:00,0,15.0,4.0,30.0,48.0,2,4.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-08 23:12:02,0.0,0.0,63.0
VN-A656,A320-214,10.9,VJC,09/04,VJ905,HAN,KUL,2026-04-09 00:25:00,0,30.0,4.0,155.0,170.0,9,117.0,0.0,4.0,0.0,5000.0,0.0,0.0,1.0,2026-04-08 23:11:44,0.0,0.0,200.0
VN-A335,A321-231,13.6,VNA,09/04,VN337,KIX,DAD,2026-04-09 00:30:00,0,15.0,28.0,95.0,83.0,13,198.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-08 23:06:15,1.13,14.0,98.0
VN-A500,A321-271NX,0.9,VJC,09/04,VJ933,NRT,HAN,2026-04-09 00:30:00,0,25.0,26.0,90.0,120.0,6,84.0,0.0,12.0,1.0,10000.0,0.0,0.0,0.0,2026-04-08 23:08:03,1.5,18.0,145.0
VN-A542,A321-211,10.0,VJC,09/04,VJ886,SGN,KHH,2026-04-09 00:30:00,0,34.0,7.0,655.0,675.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-08 23:11:54,0.75,9.0,709.0
VN-A635,A321-211,8.4,VJC,09/04,VJ126,SGN,HAN,2026-04-09 00:30:00,0,22.0,23.0,815.0,813.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-08 23:11:54,0.75,9.0,835.0
VN-A669,A320-214,16.5,VJC,09/04,VJ632,SGN,DAD,2026-04-09 00:30:00,0,37.0,0.0,600.0,621.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-08 23:11:54,0.75,9.0,658.0
VN-A866,B787-900,10.2,VNA,09/04,VN311,NRT,HAN,2026-04-09 00:30:00,0,13.0,7.0,115.0,136.0,2,7.0,0.0,12.0,1.0,10000.0,0.0,0.0,0.0,2026-04-08 23:08:03,1.5,18.0,149.0
VN-A888,A350-941,10.5,VNA,09/04,VN524,SGN,PVG,2026-04-09 00:40:00,0,18.0,58.0,120.0,92.0,6,101.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-08 23:11:54,0.75,9.0,110.0
VN-A585,A321-211,14.1,BAV,09/04,QH153,DAD,SGN,2026-04-09 00:45:00,0,6.0,6.0,40.0,54.0,2,6.0,0.0,4.0,0.0,8000.0,0.0,0.0,0.0,2026-04-08 23:10:58,0.0,0.0,60.0
VN-A506,A321-272N,6.5,VNA,09/04,VN158,DAD,HAN,2026-04-09 00:50:00,0,18.0,18.0,35.0,39.0,2,18.0,0.0,4.0,0.0,8000.0,0.0,0.0,0.0,2026-04-08 23:10:58,0.0,0.0,57.0
VN-A525,A321-271NX,2.5,VJC,09/04,VJ934,HAN,NRT,2026-04-09 00:55:00,0,18.0,47.0,555.0,536.0,1,0.0,0.0,5.0,0.0,5000.0,0.0,0.0,1.0,2026-04-08 23:11:44,0.0,0.0,554.0
VN-A596,A320-251N,6.4,BAV,09/04,QH104,DAD,HAN,2026-04-09 00:55:00,0,10.0,11.0,35.0,49.0,2,11.0,0.0,4.0,0.0,8000.0,0.0,0.0,0.0,2026-04-08 23:10:58,0.0,0.0,59.0
VN-A693,A321-271N,7.0,VJC,09/04,VJ930,HAN,KIX,2026-04-09 00:55:00,0,20.0,51.0,660.0,620.0,1,0.0,0.0,5.0,0.0,5000.0,0.0,0.0,1.0,2026-04-08 23:11:44,0.0,0.0,640.0
VN-A501,A321-272N,7.2,VNA,09/04,VN357,FUK,HAN,2026-04-09 01:00:00,1,9.0,3.0,145.0,174.0,2,3.0,0.0,12.0,0.0,10000.0,0.0,0.0,0.0,2026-04-08 23:03:42,0.67,8.0,183.0
VN-A629,A321-211,7.3,VJC,09/04,VJ271,HPH,SGN,2026-04-09 01:00:00,1,23.0,16.0,30.0,34.0,2,16.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-08 23:11:42,0.0,0.0,57.0
VN-A865,B787-900,10.2,VNA,09/04,VN423,PUS,SGN,2026-04-09 01:00:00,1,11.0,0.0,130.0,159.0,2,0.0,0.0,11.0,0.0,9000.0,0.0,0.0,0.0,2026-04-08 23:02:34,1.17,14.0,170.0
VN-A887,A350-941,10.8,VNA,09/04,VN321,KIX,SGN,2026-04-09 01:00:00,1,9.0,39.0,160.0,154.0,2,39.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-08 23:06:15,1.13,14.0,163.0
VN-A891,A350-941,9.2,VNA,09/04,VN245,HAN,SGN,2026-04-09 01:00:00,1,19.0,10.0,80.0,160.0,2,10.0,0.0,5.0,0.0,5000.0,0.0,0.0,1.0,2026-04-08 23:11:44,0.0,0.0,179.0
VN-A662,A320-214,10.5,VJC,09/04,VJ241,THD,SGN,2026-04-09 01:10:00,1,14.0,24.0,30.0,35.0,2,24.0,,,,,,,,2026-04-09 01:07:19,0.0,0.0,49.0
VN-A358,A321-231,17.6,VNA,09/04,VN7390,SGN,UIH,2026-04-09 01:15:00,1,14.0,12.0,625.0,641.0,1,0.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,655.0
VN-A503,A321-272N,6.8,VNA,09/04,VN1620,UIH,HAN,2026-04-09 01:15:00,1,9.0,10.0,35.0,47.0,10,101.0,,,,,,,,2026-04-09 01:06:47,0.0,0.0,56.0
VN-A534,A321-271NX,5.3,VJC,09/04,VJ893,SGN,DPS,2026-04-09 01:15:00,1,57.0,51.0,105.0,78.0,7,204.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,135.0
VN-A636,A321-211,8.3,VJC,09/04,VJ492,BMV,HAN,2026-04-09 01:15:00,1,3.0,5.0,30.0,47.0,2,5.0,,,,,,,,2026-04-09 01:02:32,0.0,0.0,50.0
VN-A536,A321-271NX,3.2,VJC,09/04,VJ844,PQC,TPE,2026-04-09 01:20:00,1,0.0,11.0,79.0,93.0,2,11.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 01:06:36,0.0,0.0,93.0
VN-A623,A321-272N,7.1,VNA,09/04,VN1716,VII,HAN,2026-04-09 01:20:00,1,0.0,0.0,35.0,1489.0,2,0.0,,,,,,,,2026-04-09 01:08:14,0.0,0.0,1486.0
VN-A861,B787-900,10.8,VNA,09/04,VN384,HAN,HND,2026-04-09 01:25:00,1,14.0,17.0,140.0,218.0,2,17.0,0.0,7.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 01:03:56,1.08,13.0,232.0
VN-A617,A321-272N,7.3,VNA,09/04,VN1660,SGN,TBB,2026-04-09 01:35:00,1,9.0,20.0,165.0,185.0,9,154.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,194.0
VN-A326,A321-231,14.7,VNA,09/04,VN601,SGN,BKK,2026-04-09 01:40:00,1,10.0,0.0,565.0,594.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,604.0
VN-A522,A321-211,10.8,VJC,09/04,VJ809,SGN,HKT,2026-04-09 01:50:00,1,45.0,6.0,255.0,272.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,317.0
VN-A663,A320-214,10.5,VJC,09/04,VJ321,SGN,PQC,2026-04-09 01:50:00,1,36.0,15.0,40.0,46.0,2,15.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,82.0
VN-A329,A321-231,14.3,VNA,09/04,VN244,SGN,HAN,2026-04-09 02:00:00,2,18.0,12.0,50.0,62.0,2,12.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,80.0
VN-A535,A321-211,10.1,VJC,09/04,VJ630,SGN,DAD,2026-04-09 02:00:00,2,44.0,5.0,30.0,44.0,2,5.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,88.0
VN-A332,A321-231,14.3,VNA,09/04,VN1405,VDH,SGN,2026-04-09 02:05:00,2,97.0,0.0,35.0,1397.0,2,0.0,,,,,,,,2026-04-09 01:03:25,0.0,0.0,1494.0
VN-A616,A321-272N,6.9,VNA,09/04,VN431,ICN,DAD,2026-04-09 02:05:00,2,34.0,6.0,305.0,326.0,1,0.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 01:08:24,1.75,21.0,360.0
VN-A619,A321-272N,7.1,VNA,09/04,VN118,SGN,DAD,2026-04-09 02:05:00,2,17.0,1.0,45.0,64.0,3,4.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,81.0
VN-A811,A330-343,17.3,VJC,09/04,VJ1781,HAN,CXR,2026-04-09 02:10:00,2,23.0,7.0,615.0,641.0,1,0.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 01:03:56,1.08,13.0,664.0
VN-A324,A321-231,14.8,VNA,09/04,VN1614,PXU,HAN,2026-04-09 02:15:00,2,21.0,33.0,35.0,25.0,7,91.0,,,,,,,,2026-04-09 01:06:40,0.0,0.0,46.0
VN-A630,A321-211,8.9,VJC,09/04,VJ563,HAN,HUI,2026-04-09 02:20:00,2,16.0,0.0,,55.0,1,0.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 01:03:56,1.08,13.0,71.0
VN-A671,A320-214,10.1,VJC,09/04,VJ372,SGN,VCL,2026-04-09 02:20:00,2,17.0,19.0,715.0,714.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,731.0
VN-A523,A321-271NX,0.9,VJC,09/04,VJ825,SGN,KUL,2026-04-09 02:30:00,2,29.0,12.0,200.0,213.0,7,205.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,242.0
VN-A864,B787-900,10.4,VNA,09/04,VN51,SGN,LHR,2026-04-09 02:30:00,2,22.0,14.0,185.0,250.0,2,14.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,272.0
VN-A390,A321-231,13.5,VNA,09/04,VN165,HAN,DAD,2026-04-09 02:35:00,2,15.0,10.0,1100.0,1109.0,1,0.0,0.0,5.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 01:03:56,1.08,13.0,1124.0
VN-A607,A321-271N,6.8,VJC,09/04,VJ92,PER,SGN,2026-04-09 02:35:00,2,0.0,3.0,100.0,145.0,6,98.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 02:07:22,1.0,12.0,144.0
VN-A646,A321-271N,8.2,VJC,09/04,VJ855,SGN,CGK,2026-04-09 02:35:00,2,32.0,36.0,215.0,212.0,5,88.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,244.0
VN-A526,A321-271NX,3.3,VJC,09/04,VJ863,ICN,SGN,2026-04-09 02:40:00,2,23.0,20.0,120.0,120.0,2,20.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 01:08:24,1.75,21.0,143.0
VN-A506,A321-272N,6.5,VNA,09/04,VN1553,HAN,CXR,2026-04-09 02:55:00,2,26.0,18.0,40.0,44.0,3,36.0,0.0,5.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 01:03:56,1.08,13.0,70.0
VN-A585,A321-211,14.1,BAV,09/04,QH154,SGN,DAD,2026-04-09 02:55:00,2,26.0,6.0,40.0,60.0,3,12.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,86.0
VN-A358,A321-231,17.6,VNA,09/04,VN7391,UIH,SGN,2026-04-09 03:00:00,3,16.0,14.0,35.0,40.0,2,14.0,,,,,,,,2026-04-09 01:06:47,0.0,0.0,56.0
VN-A639,A321-211,8.2,VJC,09/04,VJ274,SGN,HPH,2026-04-09 03:00:00,3,33.0,26.0,50.0,42.0,2,26.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,75.0
VN-A810,A330-343,17.5,VJC,09/04,VJ1442,PQC,HAN,2026-04-09 03:00:00,3,55.0,0.0,68.0,68.0,4,7.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 01:06:36,0.0,0.0,123.0
VN-A886,A350-941,10.8,VNA,09/04,VN210,SGN,HAN,2026-04-09 03:00:00,3,27.0,28.0,50.0,45.0,9,169.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 01:04:06,0.75,9.0,72.0
VN-A596,A320-251N,6.4,BAV,09/04,QH1415,HAN,CXR,2026-04-09 03:05:00,3,13.0,10.0,45.0,62.0,3,21.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,75.0
ER-00005,A320-214,12.2,BAV,09/04,QH211,HAN,SGN,2026-04-09 03:10:00,3,15.0,6.0,50.0,56.0,2,6.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,71.0
VN-A325,A321-231,14.8,VNA,09/04,VN1236,PQC,HAN,2026-04-09 03:10:00,3,51.0,35.0,35.0,25.0,2,35.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:07:32,0.0,0.0,76.0
VN-A623,A321-272N,7.1,VNA,09/04,VN532,HAN,PVG,2026-04-09 03:10:00,3,5.0,0.0,55.0,74.0,3,0.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,79.0
VN-A635,A321-211,8.4,VJC,09/04,VJ131,HAN,SGN,2026-04-09 03:10:00,3,49.0,22.0,30.0,19.0,2,22.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,68.0
VN-A617,A321-272N,7.3,VNA,09/04,VN1661,TBB,SGN,2026-04-09 03:20:00,3,23.0,9.0,35.0,38.0,10,163.0,,,,,,,,2026-04-09 03:09:02,0.0,0.0,61.0
VN-A889,A350-941,10.4,VNA,09/04,VN414,HAN,ICN,2026-04-09 03:20:00,3,14.0,17.0,70.0,68.0,2,17.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,82.0
VN-A393,A321-231,13.5,VNA,09/04,VN592,HAN,HKG,2026-04-09 03:25:00,3,18.0,11.0,170.0,186.0,3,29.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,204.0
VN-A503,A321-272N,6.8,VNA,09/04,VN663,HAN,SIN,2026-04-09 03:25:00,3,36.0,9.0,30.0,41.0,11,110.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,77.0
VN-A532,A321-211,11.0,VJC,09/04,VJ306,SGN,HUI,2026-04-09 03:30:00,3,8.0,15.0,100.0,106.0,3,19.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,114.0
VN-A636,A321-211,8.3,VJC,09/04,VJ1427,HAN,PXU,2026-04-09 03:30:00,3,16.0,3.0,30.0,44.0,3,8.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,60.0
VN-A663,A320-214,10.5,VJC,09/04,VJ330,PQC,SGN,2026-04-09 03:30:00,3,37.0,36.0,35.0,30.0,3,51.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:07:32,0.0,0.0,67.0
VN-A634,A321-211,8.3,VJC,09/04,VJ730,CXR,HPH,2026-04-09 03:35:00,3,29.0,27.0,2580.0,2574.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:07:05,0.0,0.0,2603.0
VN-A629,A321-211,7.3,VJC,09/04,VJ634,SGN,DAD,2026-04-09 03:45:00,3,59.0,23.0,45.0,39.0,3,39.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,98.0
VN-A535,A321-211,10.1,VJC,09/04,VJ629,DAD,SGN,2026-04-09 03:50:00,3,58.0,44.0,30.0,-6.0,3,49.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:03:58,0.5,6.0,52.0
VN-A528,A321-271NX,3.1,VJC,09/04,VJ671,HPH,BMV,2026-04-09 03:55:00,3,9.0,1.0,60.0,69.0,3,1.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:04:43,0.0,0.0,78.0
JU-1410,A320-214,14.9,BAV,09/04,QH240,SGN,HAN,2026-04-09 04:00:00,4,36.0,40.0,785.0,771.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,807.0
VN-A392,A321-231,13.5,VNA,09/04,VN167,HAN,DAD,2026-04-09 04:00:00,4,9.0,16.0,90.0,91.0,2,16.0,0.0,5.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,100.0
VN-A619,A321-272N,7.1,VNA,09/04,VN119,DAD,SGN,2026-04-09 04:00:00,4,27.0,17.0,35.0,32.0,4,21.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:03:58,0.5,6.0,59.0
VN-A891,A350-941,9.2,VNA,09/04,VN246,SGN,HAN,2026-04-09 04:00:00,4,20.0,19.0,50.0,56.0,3,29.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,76.0
VN-A630,A321-211,8.9,VJC,09/04,VJ564,HUI,HAN,2026-04-09 04:05:00,4,16.0,16.0,30.0,36.0,2,16.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:05:05,0.0,0.0,52.0
VN-A671,A320-214,10.1,VJC,09/04,VJ373,VCL,SGN,2026-04-09 04:10:00,4,13.0,17.0,30.0,26.0,2,17.0,,,,,,,,2026-04-09 03:03:46,0.0,0.0,39.0
VN-A326,A321-231,14.7,VNA,09/04,VN600,BKK,SGN,2026-04-09 04:20:00,4,24.0,10.0,60.0,80.0,2,10.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:02:44,1.08,13.0,104.0
VN-A666,A320-214,17.2,VJC,09/04,VJ210,SGN,VII,2026-04-09 04:25:00,4,28.0,15.0,915.0,916.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,944.0
VN-A323,A321-231,14.9,VNA,09/04,VN605,SGN,BKK,2026-04-09 04:30:00,4,17.0,1.0,905.0,935.0,1,0.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,952.0
VN-A324,A321-231,14.8,VNA,09/04,VN1651,HAN,TBB,2026-04-09 04:30:00,4,19.0,21.0,40.0,42.0,8,112.0,0.0,5.0,0.0,7000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,61.0
VN-A655,A320-214,11.1,VJC,09/04,VJ953,HIJ,HAN,2026-04-09 04:30:00,4,11.0,21.0,60.0,68.0,2,21.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:50:28,0.0,0.0,79.0
VN-A656,A320-214,10.9,VJC,09/04,VJ906,KUL,HAN,2026-04-09 04:30:00,4,14.0,30.0,60.0,41.0,10,147.0,0.0,2.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 02:05:30,1.17,14.0,55.0
VN-A390,A321-231,13.5,VNA,09/04,VN166,DAD,HAN,2026-04-09 04:35:00,4,10.0,15.0,35.0,46.0,2,15.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:03:58,0.5,6.0,56.0
VN-A542,A321-211,10.0,VJC,09/04,VJ885,KHH,SGN,2026-04-09 04:40:00,4,17.0,34.0,60.0,45.0,2,34.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 02:05:21,0.0,0.0,62.0
VN-A544,A321-211,10.0,VJC,09/04,VJ451,HAN,PQC,2026-04-09 04:45:00,4,11.0,10.0,65.0,69.0,9,132.0,0.0,6.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,80.0
VN-A662,A320-214,10.5,VJC,09/04,VJ246,SGN,THD,2026-04-09 04:45:00,4,40.0,14.0,95.0,91.0,3,38.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,131.0
VN-A522,A321-211,10.8,VJC,09/04,VJ808,HKT,SGN,2026-04-09 04:55:00,4,37.0,45.0,60.0,46.0,2,45.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:07:34,0.63,8.0,83.0
VN-A663,A320-214,10.5,VJC,09/04,VJ136,SGN,HAN,2026-04-09 05:00:00,5,50.0,37.0,30.0,7.0,4,88.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 03:04:56,1.42,17.0,57.0
VN-A532,A321-211,11.0,VJC,09/04,VJ305,HUI,SGN,2026-04-09 05:25:00,5,24.0,8.0,30.0,34.0,4,27.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:05:05,0.0,0.0,58.0
VN-A506,A321-272N,6.5,VNA,09/04,VN1552,CXR,HAN,2026-04-09 05:30:00,5,35.0,26.0,35.0,35.0,4,62.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:07:05,0.0,0.0,70.0
VN-A585,A321-211,14.1,BAV,09/04,QH9588,DAD,MFM,2026-04-09 05:30:00,5,16.0,26.0,70.0,59.0,4,38.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:03:58,0.5,6.0,75.0
VN-A639,A321-211,8.2,VJC,09/04,VJ275,HPH,SGN,2026-04-09 05:30:00,5,59.0,33.0,30.0,6.0,3,59.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 03:04:43,0.0,0.0,65.0
VN-A523,A321-271NX,0.9,VJC,09/04,VJ826,KUL,SGN,2026-04-09 05:35:00,5,7.0,29.0,60.0,63.0,8,234.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 04:51:03,1.17,14.0,70.0
VN-A596,A320-251N,6.4,BAV,09/04,QH1416,CXR,HAN,2026-04-09 05:35:00,5,10.0,13.0,30.0,46.0,4,34.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:07:05,0.0,0.0,56.0
VN-A629,A321-211,7.3,VJC,09/04,VJ1504,DAD,HAN,2026-04-09 05:40:00,5,72.0,59.0,35.0,-5.0,4,98.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 03:03:58,0.5,6.0,67.0
VN-A636,A321-211,8.3,VJC,09/04,VJ1428,PXU,HAN,2026-04-09 05:40:00,5,7.0,16.0,35.0,40.0,4,24.0,,,,,,,,2026-04-09 03:07:36,0.0,0.0,47.0
VN-A329,A321-231,14.3,VNA,09/04,VN615,HAN,BKK,2026-04-09 05:45:00,5,15.0,18.0,95.0,91.0,3,30.0,0.0,5.0,0.0,6000.0,0.0,0.0,0.0,2026-04-09 03:04:46,1.79,22.0,106.0
VN-A634,A321-211,8.3,VJC,09/04,VJ731,HPH,CXR,2026-04-09 05:55:00,5,57.0,29.0,30.0,20.0,2,29.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 05:50:18,0.0,0.0,77.0
VN-A811,A330-343,17.3,VJC,09/04,VJ67,CXR,NQZ,2026-04-09 05:58:00,5,0.0,23.0,118.0,100.0,2,23.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 05:52:36,0.0,0.0,100.0
VN-A392,A321-231,13.5,VNA,09/04,VN168,DAD,HAN,2026-04-09 06:00:00,6,15.0,9.0,35.0,52.0,3,25.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 05:49:33,1.5,18.0,67.0
VN-A535,A321-211,10.1,VJC,09/04,VJ636,SGN,DAD,2026-04-09 06:00:00,6,63.0,58.0,45.0,6.0,4,107.0,0.0,10.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 05:50:30,1.58,19.0,69.0
VN-A358,A321-231,17.6,VNA,09/04,VN1344,SGN,CXR,2026-04-09 06:05:00,6,13.0,16.0,110.0,127.0,3,30.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 05:50:30,1.58,19.0,140.0
VN-A528,A321-271NX,3.1,VJC,09/04,VJ670,BMV,HPH,2026-04-09 06:05:00,6,9.0,9.0,30.0,43.0,4,10.0,,,,,,,,2026-04-09 05:48:53,0.0,0.0,52.0
VN-A534,A321-271NX,5.3,VJC,09/04,VJ894,DPS,SGN,2026-04-09 06:05:00,6,28.0,57.0,60.0,34.0,8,261.0,0.0,12.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 06:02:22,1.75,21.0,62.0
VN-A658,A320-214,11.4,VJC,09/04,VJ138,SGN,HAN,2026-04-09 06:05:00,6,19.0,6.0,930.0,951.0,1,0.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 05:50:30,1.58,19.0,970.0
VN-A516,A321-271NX,0.9,VJC,09/04,VJ5306,CXR,NGB,2026-04-09 06:09:00,6,0.0,0.0,3964.0,3964.0,1,0.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-09 05:52:36,0.0,0.0,3964.0
VN-A536,A321-271NX,3.2,VJC,09/04,VJ845,TPE,PQC,2026-04-09 06:10:00,6,31.0,0.0,70.0,80.0,3,11.0,0.0,18.0,0.0,10000.0,0.0,0.0,0.0,2026-04-09 06:08:08,1.18,12.0,111.0
ER-00005,A320-214,12.2,BAV,09/04,QH242,SGN,HAN,2026-04-09 06:15:00,6,13.0,15.0,50.0,66.0,3,21.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-09 05:50:30,1.58,19.0,79.0
